date,ticker,adj_close
2023-04-03,^GSPC,4124.509765625
2023-04-04,^GSPC,4100.60009765625
2023-04-05,^GSPC,4090.3798828125
2023-04-06,^GSPC,4105.02001953125
2023-04-10,^GSPC,4109.10986328125
2023-04-11,^GSPC,4108.93994140625
2023-04-12,^GSPC,4091.949951171875
2023-04-13,^GSPC,4146.22021484375
2023-04-14,^GSPC,4137.64013671875
2023-04-17,^GSPC,4151.31982421875
2023-04-18,^GSPC,4154.8701171875
2023-04-19,^GSPC,4154.52001953125
2023-04-20,^GSPC,4129.7900390625
2023-04-21,^GSPC,4133.52001953125
2023-04-24,^GSPC,4137.0400390625
2023-04-25,^GSPC,4071.6298828125
2023-04-26,^GSPC,4055.989990234375
2023-04-27,^GSPC,4135.35009765625
2023-04-28,^GSPC,4169.47998046875
