date,ticker,adj_close
2023-11-01,^GSPC,4237.85986328125
2023-11-02,^GSPC,4317.77978515625
2023-11-03,^GSPC,4358.33984375
2023-11-06,^GSPC,4365.97998046875
2023-11-07,^GSPC,4378.3798828125
2023-11-08,^GSPC,4382.77978515625
2023-11-09,^GSPC,4347.35009765625
2023-11-10,^GSPC,4415.240234375
2023-11-13,^GSPC,4411.5498046875
2023-11-14,^GSPC,4495.7001953125
2023-11-15,^GSPC,4502.8798828125
2023-11-16,^GSPC,4508.240234375
2023-11-17,^GSPC,4514.02001953125
2023-11-20,^GSPC,4547.3798828125
2023-11-21,^GSPC,4538.18994140625
2023-11-22,^GSPC,4556.6201171875
2023-11-24,^GSPC,4559.33984375
2023-11-27,^GSPC,4550.43017578125
2023-11-28,^GSPC,4554.89013671875
2023-11-29,^GSPC,4550.580078125
2023-11-30,^GSPC,4567.7998046875
