date,ticker,adj_close
2024-06-03,AAPL,192.72105407714844
2024-06-03,AMZN,178.33999633789062
2024-06-03,GOOGL,171.8713836669922
2024-06-03,JPM,195.3500518798828
2024-06-03,META,474.68084716796875
2024-06-03,MSFT,408.9347839355469
2024-06-03,NVDA,114.94136047363281
2024-06-03,TSLA,176.2899932861328
2024-06-03,UNH,479.8844909667969
2024-06-03,XOM,108.62395477294922
2024-06-04,AAPL,193.0388946533203
2024-06-04,AMZN,179.33999633789062
2024-06-04,GOOGL,172.48672485351562
2024-06-04,JPM,192.7753143310547
2024-06-04,META,474.1837463378906
2024-06-04,MSFT,411.45654296875
2024-06-04,NVDA,116.37763214111328
2024-06-04,TSLA,174.77000427246094
2024-06-04,UNH,487.650390625
2024-06-04,XOM,106.93456268310547
2024-06-05,AAPL,194.5486297607422
2024-06-05,AMZN,181.27999877929688
2024-06-05,GOOGL,174.0946044921875
2024-06-05,JPM,190.9362335205078
2024-06-05,META,492.1474609375
2024-06-05,MSFT,419.3085021972656
2024-06-05,NVDA,122.37755584716797
2024-06-05,TSLA,175.0
2024-06-05,UNH,485.3640441894531
2024-06-05,XOM,107.36166381835938
2024-06-06,AAPL,193.1680145263672
2024-06-06,AMZN,185.0
2024-06-06,GOOGL,175.40467834472656
2024-06-06,JPM,190.59742736816406
2024-06-06,META,490.85516357421875
2024-06-06,MSFT,419.81280517578125
2024-06-06,NVDA,120.93629455566406
2024-06-06,TSLA,177.94000244140625
2024-06-06,UNH,484.2063903808594
2024-06-06,XOM,108.16839599609375
2024-06-07,AAPL,195.56178283691406
2024-06-07,AMZN,184.3000030517578
2024-06-07,GOOGL,173.15170288085938
2024-06-07,JPM,193.5399932861328
2024-06-07,META,490.0598449707031
2024-06-07,MSFT,419.1502990722656
2024-06-07,NVDA,120.82635498046875
2024-06-07,TSLA,177.47999572753906
2024-06-07,UNH,473.3727111816406
2024-06-07,XOM,107.010498046875
2024-06-10,AAPL,191.81716918945312
2024-06-10,AMZN,187.05999755859375
2024-06-10,GOOGL,173.8969268798828
2024-06-10,JPM,193.21090698242188
2024-06-10,META,499.6431579589844
2024-06-10,MSFT,423.12567138671875
2024-06-10,NVDA,121.72789764404297
2024-06-10,TSLA,173.7899932861328
2024-06-10,UNH,477.5306091308594
2024-06-10,XOM,107.32369995117188
2024-06-11,AAPL,205.7525177001953
2024-06-11,AMZN,187.22999572753906
2024-06-11,GOOGL,175.49667358398438
2024-06-11,JPM,188.1291961669922
2024-06-11,META,504.48443603515625
2024-06-11,MSFT,427.8823547363281
2024-06-11,NVDA,120.8582763671875
2024-06-11,TSLA,170.66000366210938
2024-06-11,UNH,478.70758056640625
2024-06-11,XOM,106.46002197265625
2024-06-12,AAPL,211.63259887695312
2024-06-12,AMZN,186.88999938964844
2024-06-12,GOOGL,176.6592559814453
2024-06-12,JPM,185.3899383544922
2024-06-12,META,505.84637451171875
2024-06-12,MSFT,436.16943359375
2024-06-12,NVDA,125.14643859863281
2024-06-12,TSLA,177.2899932861328
2024-06-12,UNH,475.6687316894531
2024-06-12,XOM,105.28314208984375
2024-06-13,AAPL,212.79470825195312
2024-06-13,AMZN,183.8300018310547
2024-06-13,GOOGL,174.04598999023438
