date,ticker,adj_close
2018-12-03,AAPL,43.93315887451172
2018-12-03,AMZN,88.61799621582031
2018-12-03,GOOGL,55.39942169189453
2018-12-03,JPM,92.24308013916016
2018-12-03,META,140.1112518310547
2018-12-03,MSFT,104.87664794921875
2018-12-03,NVDA,4.21563196182251
2018-12-03,TSLA,23.89933204650879
2018-12-03,UNH,255.3300018310547
2018-12-03,XOM,58.66292953491211
2018-12-04,AAPL,42.00059127807617
2018-12-04,AMZN,83.41999816894531
2018-12-04,GOOGL,52.725128173828125
2018-12-04,JPM,88.12565612792969
2018-12-04,META,136.97320556640625
2018-12-04,MSFT,101.5363998413086
2018-12-04,NVDA,3.8950705528259277
2018-12-04,TSLA,23.979999542236328
2018-12-04,UNH,248.39234924316406
2018-12-04,XOM,57.37004089355469
2018-12-06,AAPL,41.53229904174805
2018-12-06,AMZN,84.95950317382812
2018-12-06,GOOGL,53.4997673034668
2018-12-06,JPM,86.4491195678711
2018-12-06,META,138.66140747070312
2018-12-06,MSFT,102.16326904296875
2018-12-06,NVDA,3.924325704574585
2018-12-06,TSLA,24.20400047302246
2018-12-06,UNH,246.87632751464844
2018-12-06,XOM,56.61888885498047
2018-12-07,AAPL,40.0514030456543
2018-12-07,AMZN,81.45649719238281
2018-12-07,GOOGL,51.93657684326172
2018-12-07,JPM,84.88763427734375
2018-12-07,META,136.46673583984375
2018-12-07,MSFT,98.07447814941406
2018-12-07,NVDA,3.6595468521118164
2018-12-07,TSLA,23.864667892456055
2018-12-07,UNH,240.0368194580078
2018-12-07,XOM,56.077178955078125
2018-12-10,AAPL,40.31524658203125
2018-12-10,AMZN,82.05149841308594
2018-12-10,GOOGL,52.26410675048828
2018-12-10,JPM,83.3014907836914
2018-12-10,META,140.8660125732422
2018-12-10,MSFT,100.66624450683594
2018-12-10,NVDA,3.764913558959961
2018-12-10,TSLA,24.343332290649414
2018-12-10,UNH,237.6736602783203
2018-12-10,XOM,55.282684326171875
2018-12-11,AAPL,40.08467102050781
2018-12-11,AMZN,82.16200256347656
2018-12-11,GOOGL,52.68443298339844
2018-12-11,JPM,82.48784637451172
2018-12-11,META,141.0944061279297
2018-12-11,MSFT,101.60189056396484
2018-12-11,NVDA,3.673926591873169
2018-12-11,TSLA,24.450666427612305
2018-12-11,UNH,238.2889862060547
2018-12-11,XOM,55.38380432128906
2018-12-12,AAPL,40.19639205932617
2018-12-12,AMZN,83.177001953125
2018-12-12,GOOGL,53.283897399902344
2018-12-12,JPM,83.02205657958984
2018-12-12,META,143.4976348876953
2018-12-12,MSFT,102.06036376953125
