date,ticker,adj_close
2020-07-01,^GSPC,3115.860107421875
2020-07-02,^GSPC,3130.010009765625
2020-07-06,^GSPC,3179.719970703125
2020-07-07,^GSPC,3145.320068359375
2020-07-08,^GSPC,3169.93994140625
2020-07-09,^GSPC,3152.050048828125
2020-07-10,^GSPC,3185.0400390625
2020-07-13,^GSPC,3155.219970703125
2020-07-14,^GSPC,3197.52001953125
2020-07-15,^GSPC,3226.56005859375
2020-07-16,^GSPC,3215.570068359375
2020-07-17,^GSPC,3224.72998046875
2020-07-20,^GSPC,3251.840087890625
2020-07-21,^GSPC,3257.300048828125
2020-07-22,^GSPC,3276.02001953125
2020-07-23,^GSPC,3235.659912109375
2020-07-24,^GSPC,3215.6298828125
2020-07-27,^GSPC,3239.409912109375
2020-07-28,^GSPC,3218.43994140625
2020-07-29,^GSPC,3258.43994140625
2020-07-30,^GSPC,3246.219970703125
2020-07-31,^GSPC,3271.1201171875
